A,C1,B,D,C2
-4.446101170193604,'L',1.093342843918449,0.8996623303291292,'V'
9.172398209063196,'M',0.2820242354949153,0.8992801204999974,'V'
-2.229291308746517,'L',0.19160166147157798,1.268964437931939,'V'
3.4631046407575656,'L',-0.004166589012285504,1.0938268607773904,'V'
-3.417188956037327,'L',0.7632410236334612,1.3041198683189887,'V'
-6.773515720984326,'L',0.4299638128279081,0.9073323736276447,'V'
7.750609639249319,'M',0.11483182263645764,0.830540934564041,'V'
-2.462112971264352,'L',1.2386696838718951,0.8711954920230789,'V'
-7.120256354166344,'L',0.811612125851773,1.188692314889531,'V'
2.17384854748442,'L',0.5852540695540694,1.4875454228338731,'V'
