T,V1,V2,V3
M6,-2.1765521339208496,1.8013102263936553,'L3'
M4,-0.9119922203074863,-4.327398444744164,'L2'
M6,-1.2491540263728145,-7.338199030059105,'L3'
M12,2.479649434385725,0.4369380806714238,'L1'
M5,0.9493446664724122,-1.350574570069349,'L2'
M2,1.2722332402394936,3.2754296597449843,'L1'
M5,1.2177855471567154,-0.3191334721039265,'L1'
M7,-0.7969403530981243,-1.0034210818387814,'L2'
M4,1.9531842154061432,-4.697814761584129,'L1'
M9,2.2872530171990766,2.9014598169938637,'L1'
M5,0.48089271846550324,-4.2494774861541025,'L2'
M2,1.2579395556820674,1.08218015314552,'L1'
M8,-2.685518381065224,-6.172884618380472,'L3'
M2,0.47775450136272957,0.769798663550683,'L2'
M8,-3.3788823920477586,-4.067670557360693,'L3'
M6,-0.6349894160928995,-0.06500797655673862,'L2'
M9,-0.12633273805333922,-2.629698770907069,'L2'
M4,-0.5174864956501058,2.1336893504583276,'L2'
M3,0.7734211887398837,-0.3367524186906248,'L2'
M8,-1.761741886056964,1.4123177774062017,'L3'
M12,2.1065437912827223,3.6285096063692075,'L1'
M12,2.2593333408160685,1.2700845608103055,'L1'
M4,-0.6740710435270315,1.6797577630284701,'L2'
M11,2.1022416423026042,4.59416952051168,'L1'
M5,1.4948024345287383,-3.636769040773452,'L1'
M6,-2.636449517096788,-6.187195422136048,'L3'
M11,1.5757274671252577,7.194173856725755,'L1'
M1,2.4632271319871912,4.297084081845993,'L1'
M8,-2.2403150531778917,1.9464745294644088,'L3'
M3,-0.4375539536831464,0.24176688516044975,'L2'
M11,-0.8220167301712189,-0.05895019220484876,'L2'
M6,-0.7564525393291692,-4.367778289305718,'L2'
M6,-3.4696107120017423,-3.4057580774751384,'L3'
M9,1.1142918348925717,-4.08234628226916,'L1'
M4,-0.14529669610727344,-2.484992023658649,'L2'
M1,2.537691296859274,4.568183590601896,'L1'
M1,1.028669416608658,-2.2394574287231226,'L1'
M6,-1.4050430179469096,1.146987471669512,'L3'
M7,-1.6745234724048512,-0.3024383261070813,'L3'
M1,2.82604824084158,2.568575654256769,'L1'
M1,2.442986317961792,2.4636389846759554,'L1'
M2,1.4189316352341,6.440343940125556,'L1'
M7,-1.9805599831514669,0.2980262563666898,'L3'
M4,-0.7477399820778399,-3.6056820370687497,'L2'
M3,1.126104892949126,-4.134147188599986,'L1'
M3,-0.31035891270631266,0.3982688309922977,'L2'
M10,2.719153391272025,6.613999690773198,'L1'
M9,0.020818889795172435,4.957611820319255,'L2'
M1,1.2443228998075484,-3.707856736902074,'L1'
M3,-1.1550972610603378,4.5877260942057685,'L3'
M10,1.660950595900957,-0.3103630647258777,'L1'
M8,-1.876302728902386,-0.695359072945563,'L3'
M12,2.258825086503135,3.2756989203333724,'L1'
M5,-0.16659861396247339,0.9225980804221781,'L2'
M5,-0.3316747896016335,-2.0239622501926267,'L2'
M6,-2.4284369359152267,0.8563788197471216,'L3'
M2,2.346430964239797,4.994011565004122,'L1'
M7,-1.759901035176148,-0.2269185608949824,'L3'
M10,2.614453709372329,6.082173274932654,'L1'
M6,-0.6879528003528541,-7.697645907127743,'L2'
M7,-1.866832067367545,1.4835557304673763,'L3'
M1,0.2146236032146671,-2.2407797539027086,'L2'
M6,-0.006341048180444675,-7.68235608142624,'L2'
M2,4.110469970581635,2.397108545978083,'L1'
M9,0.7924632917151111,-2.324597522692084,'L2'
M8,-2.8338076357361786,-1.0835024978477799,'L3'
M6,-1.2996769360250777,-3.2584450129376585,'L3'
M5,-0.7393894203848675,1.4474089192437578,'L2'
M5,-1.9015151380091202,2.333013458652591,'L3'
M4,-0.3875876376938884,2.0215814240071497,'L2'
M1,2.849986397593254,-3.9126654626127477,'L1'
M8,-2.202493789592405,-5.450899842028082,'L3'
