C1,F,X,Y,Z
C,0.90023731372803,-0.9415025833776518,0.8487583338525899,1.2520762609892997
B,0.7365091674564215,3.1662088057172584,-2.0037713854004644,-0.5854636472915407
C,1.0549403152664913,2.3822803881498267,0.15954859252544873,0.260432324312424
B,1.0206797164652377,2.1422730070793126,-2.454239649780077,0.5336948285766303
B,0.4278159799983361,3.7437191150142435,-2.2457550319785637,-0.7769299342297018
C,1.2680802321077085,1.3093856357313864,0.263616933750072,-0.2632298355445335
A,1.26184389617683,0.5460289883391434,-0.2342767661558319,-0.9355725826180614
C,0.8300964482878888,1.0167650660253233,0.44156968905500826,0.16560287423639825
A,1.2586983504439109,-0.02010983892639614,0.4041350824299785,1.2042507024299114
B,1.114986011976777,2.766534436569497,-2.6057884598860754,0.028189652614250882
B,0.7426399001693933,3.451188730650503,-2.229764498390144,-1.0426365787732144
B,0.8699428198963062,2.2546054577769166,-1.738848855811892,0.032561588389331986
C,1.0482449556964175,2.027296570407221,1.2166745325304849,1.317396294140116
B,0.3687529230833637,3.8340340682943643,-2.3496868966306024,-0.49368721764900503
C,0.7760368008167048,1.1000890879793603,0.6932166432932025,0.3825370286567037
C,0.8648312738717517,-0.09674689999086206,0.5207500314151616,1.2044670462482958
B,0.45841565834598824,2.8535929911753657,-2.1845545568660842,0.43329042304592547
A,1.4544188017977246,1.4545678466080307,-0.42560819221862106,-0.4850967717694823
C,1.2948760372482704,0.3571553544119741,1.316843822509182,0.1553361359373282
B,0.47684088282439874,3.1590124871837584,-2.1011156340275505,-0.7794183938536843
C,1.0590460792438259,0.3476984188509542,0.5808896062165625,0.4083258102498473
B,0.8337714035334272,3.043123598720627,-2.1649939823141997,-1.0486115505064408
C,0.9084749252079056,2.2614797747121855,1.147900026560325,1.5627740263483272
C,0.5320592357113861,1.23485318083879,0.9997066490622656,1.5494023148263643
C,0.6995556261028408,2.0396378472684713,-0.0880077448258818,0.6402904582275518
B,0.5018467694121616,2.956442840856098,-2.9470919444174744,0.5369107542106812
C,0.9455725695041026,3.4119194637194807,1.0441558441335188,0.4578814859586895
C,1.1508809077812039,1.0333027894711686,0.16157908286979095,-0.20200435079910944
C,0.8678060737817344,0.017666380673150517,1.6588793271756068,1.549798561357438
C,1.2768988401415644,2.2871563640523433,0.03970610080407144,0.97635486873422
C,1.3658526323088758,1.5491653022629641,0.053273420294866036,-0.36066182779622463
