Period,G1,G2,State
E5,-0.080465849335082,-0.6164385583983797,S2
E2,-0.5134648677013371,-1.2928499377798666,S2
E1,0.36307680799507835,1.908013126885694,S2
E1,-2.55211106012748,0.8814931538908646,S1
E3,1.8570979080472085,-0.6906812007526901,S3
E5,-0.21054896317212066,-0.3002634291164871,S2
E3,-0.23951040706900772,-0.15932945101937412,S2
E1,-2.1788699007595396,2.0832308048252592,S1
E2,-1.0596576711447032,-0.9786601453924477,S1
E5,0.6012994436368102,1.2165752432497055,S2
E4,3.56456525925607,-0.15930159883804196,S3
E2,-1.7374015889479977,-2.711894795653113,S1
E3,1.805125375838048,-0.7504497045344412,S3
E4,1.0829551170694849,-1.048741264171554,S3
E5,-1.48302819481128,-1.1211143670139634,S1
E2,-0.7244484088056895,-2.3474788650869884,S2
E1,-1.3427501380851643,3.1942604280434006,S1
E1,-1.8107492139045325,4.583233491112736,S1
E4,2.9696358523857582,1.3793584403745391,S3
E2,-1.8205035568875727,-2.371896990287658,S1
E5,-1.2848248790045091,0.09216342695401276,S1
E4,0.0050452775940867944,0.5815534177109649,S2
E1,-0.5444585261762704,3.8632409684418123,S2
E3,0.24186337582490647,-1.9179042781925828,S2
E4,0.7415656095245795,1.3660796428701694,S2
E1,-0.8884524142621466,0.9505302470947563,S2
E1,-0.4762100814053374,2.2260457541474423,S2
E5,-0.4705981573335694,0.6863184617292253,S2
E1,-2.529738109412682,1.6550740325361701,S1
E3,0.9236738992978156,-2.9125753158827963,S2
E2,-0.44558656624792214,-1.5679931057574763,S2
E2,-1.0607328321327012,-3.095727151852084,S1
E2,-0.3046589993468023,0.5102076095254651,S2
E1,-2.8433799113123377,2.1310406266073945,S1
E4,0.2517473498264271,1.2776600287764783,S2
E2,-1.0887593027303804,-2.2951464629332023,S1
E5,0.8863806488223404,-1.2033978974984483,S2
E2,1.5667609525604416,-1.8831868749597387,S3
E1,-2.062542006369473,3.91647339462782,S1
E3,1.7693164325872486,-0.7652876068259427,S3
E5,0.28253643941826956,0.12166496814085949,S2
E5,2.3322153972501285,-0.24118021088932876,S3
E1,-4.722736961574737,2.026683801120878,S1
E3,-0.8829198288263311,-1.8001863553716453,S2
E4,3.0586282110836365,0.5422793804106494,S3
E4,3.230160609379392,-0.0921355186910724,S3
E4,0.7198525565668368,0.20564497775452673,S2
E4,2.866427981512482,1.0306263670284772,S3
E3,0.6569158930579516,-0.27820532162005973,S2
E1,-1.5577967304275844,1.5406520780202009,S1
E4,2.2935705785128215,2.716026010432187,S3
E1,-1.306671065917373,3.5850615149672773,S1
E5,0.4024265094188313,2.0826464110857534,S2
E4,2.1019822240549466,-1.4659843843998064,S3
E3,1.7748947628598049,-0.48832849687316116,S3
E2,0.1560097515003216,-1.1539442256619603,S2
E3,0.39890400841857576,-0.5359464577616135,S2
E1,-2.472944901752343,2.969067215159468,S1
E1,-1.4016553054052352,-0.8136456754400521,S1
E1,-2.904517200128278,0.6791209501962019,S1
E4,1.1103036073604267,0.6300185090751995,S3
E4,-0.3841567273602218,-0.2769302127961202,S2
E5,1.6153436874159988,1.4000580037792199,S3
E5,-0.33607603396381497,0.4078137176135158,S2
E2,-1.556245769758125,-1.2327966447894831,S1
E1,-1.377888780435421,0.24152700893874424,S1
E2,-0.5626430980295702,-2.086250007157937,S2
E2,-0.2675665083538499,-1.6764170433997714,S2
E2,-1.2735504680275467,-1.2679338159711524,S1
E2,-1.3542580101484678,-2.389661222254619,S1
E4,0.3104551658894903,0.3689932860570071,S2
E2,-1.4861828353519693,-0.9483410104587964,S1
E1,-1.8836709775545917,3.3335914232953225,S1
E4,1.1658382618472718,1.8002227825056323,S3
E3,1.2743759046248484,-0.5158665628997124,S3
E5,-1.4870410551060431,0.8870206801646124,S1
E5,-0.003949427407771897,0.029770822616562186,S2
E1,-1.2509069455363302,1.6745921530054617,S1
E1,-2.7866852473921524,1.667125115846457,S1
E1,-3.8888644392460936,2.513037443173832,S1
E1,-2.0382768388479193,0.8941828863102543,S1
E1,-2.518124413155741,1.4311499700597434,S1
E3,2.066507367548358,1.3947515928965286,S3
E5,-0.03490721668330886,-0.8546780513333573,S2
E2,-0.7801771809923563,-0.3168264287805065,S2
E1,-3.7720093461917354,1.2066694877786799,S1
E5,-0.3262448444815421,2.04787428713749,S2
E4,2.095469429832438,-0.12761542814922944,S3
E2,-0.48068433319414094,-0.731007037746211,S2
