Y,W,Category
0.5166280101701926,0.8313545866018346,High
-0.823841011048087,-0.9740492037579132,High
0.1432637794499016,1.4486264570923575,High
1.883165511346209,-0.5383850931688472,Low
-0.6008372494590662,0.0138846082987848,Low
0.8740137181852454,-0.0417170638485225,High
1.055059457011061,-0.1894231166948022,High
0.3147606157959929,0.338787795585456,Mid
1.3986699144030617,0.3387614494610336,Low
-0.4537115629403015,-0.1843140194914568,Low
2.113924194000921,-0.1110109429008401,Low
1.4770063306171115,-1.102913876962934,Low
-0.3787607915241682,-0.8363732551355777,Low
-0.7928577932125308,1.2129571118904154,Mid
-0.1849455882275387,1.1278221095392575,High
-0.9154437545800936,0.2713434681631411,High
1.1248203987104004,0.2203947362012547,High
0.2497215330989708,0.5275176430277317,Low
0.7000478536271169,-0.7285534962902157,Low
-0.707042007999476,1.274404193490109,High
0.5625537139115387,-1.0987114559906526,High
-1.533662407941809,-1.7773575941715891,Low
-0.260379307432971,-1.3749611602914955,Mid
-0.5472812273981215,0.3442860760347968,High
-0.2558753564923378,0.4951567531519137,Low
-3.319928283786252,0.4819492696518795,Low
2.07318980222208,-0.5690587135519508,Mid
1.761303717733925,1.0280905557083293,Low
0.584957666721191,-0.102426322544795,Low
-0.2892573717686635,-0.3195609967017891,Low
0.6736249124191546,1.104830734559365,Low
-1.288593481670303,-1.5447931071560326,Mid
0.5955833739733423,1.5790897202413576,Mid
0.9980912385072508,1.417912584999133,Low
0.5997002310391618,0.1010206588450783,High
0.2459221007918268,-0.4925719173036763,Low
-0.4595724620975476,1.0882180243096458,Low
-0.1829599505874286,-1.6799371738481923,Low
-0.5022127432825051,-1.7225394440103114,Low
0.804783423238898,-0.2515377578830712,Mid
-2.081359827691495,1.0976621179061337,Low
0.2691759817945165,-0.3726889261472156,High
1.6552562686765575,-0.8465033616574015,Low
0.0508663422582589,0.437342498271433,Mid
-0.4352527875511347,-1.6972679822373573,High
0.6911116946414749,0.5827636193972108,High
0.4817189667101261,-1.5913534871680697,Mid
-0.5746439275957778,0.1502897216269844,Low
-0.3479230050637634,0.7184440271403925,High
0.4598873673401127,-1.376050992731421,High
-0.5772318072844898,0.6223651292851777,Low
-0.1986889800984732,-0.4335048037961795,High
0.9969763749497156,-0.1954604095600711,Low
-0.8217291834517171,0.3426127868928241,Low
-1.3428610693629537,-0.2726306917582348,Mid
-0.0119713509006552,-0.8927675156659292,Mid
-0.0216095550115494,0.8451200442061308,Mid
1.343069395048978,0.633874246518826,High
0.3844162390861409,0.805468097756794,High
0.0676509536711357,0.9444317118357096,Low
1.5290595610376885,0.5321372877884228,High
1.3684577497735215,0.0615480671408743,Low
0.9029429021356996,-0.7248050536361901,Mid
0.200134736075936,1.110400853603881,Mid
0.7468488108305041,0.5116768904221224,High
