Z,Y,W
1.4380529791052437,1.424147366792633,"(-1.323, -0.321]"
2.0050236566597777,-0.2535014969315464,"(-0.321, 0.682]"
2.830110213080258,1.4157116036853623,"(-1.323, -0.321]"
2.357047055062564,1.4343127382490453,"(-0.321, 0.682]"
1.5876547638669416,-1.2518871142382582,"(-0.321, 0.682]"
0.0843509244442598,-0.8296625235983661,"(-0.321, 0.682]"
4.077212309707992,1.636393986153795,"(-0.321, 0.682]"
-0.4883758580618953,0.7094550109088331,"(-0.321, 0.682]"
2.3758092097698373,2.253247123817106,"(0.682, 1.684]"
1.177070117077008,-0.3198284691665966,"(-0.321, 0.682]"
1.050079918411423,0.494667846594236,"(-0.321, 0.682]"
1.0049831490709882,-0.8883229090944171,"(-1.323, -0.321]"
-0.54139005298083,-0.9715567145152284,"(1.684, 2.687]"
2.217851898851917,-1.2603471970929825,"(-0.321, 0.682]"
0.4650885549631727,0.0342887738821814,"(-0.321, 0.682]"
0.3902859969232188,-0.3256326258275431,"(-1.323, -0.321]"
0.0649823508894435,-0.7357700574081267,"(-0.321, 0.682]"
0.5598405337619834,-0.6124749631332056,"(0.682, 1.684]"
1.9855525212776428,-1.0334170245392489,"(0.682, 1.684]"
-0.8187975190223178,0.4071896716306474,"(-1.323, -0.321]"
-0.4517130743269475,0.2372407340178141,"(0.682, 1.684]"
2.415215155335161,2.2611244481341104,"(-0.321, 0.682]"
1.5273582253820868,0.5855843532736411,"(1.684, 2.687]"
1.336536429436095,0.5166280101701926,"(0.682, 1.684]"
0.8372014181062304,-0.823841011048087,"(-1.323, -0.321]"
-0.7182098368564208,0.1432637794499016,"(0.682, 1.684]"
2.404716805617465,1.883165511346209,"(-1.323, -0.321]"
-0.8309713024657553,-0.6008372494590662,"(-0.321, 0.682]"
0.259344903627977,0.8740137181852454,"(-0.321, 0.682]"
0.670070089444504,1.055059457011061,"(-0.321, 0.682]"
0.201260102807413,0.3147606157959929,"(-0.321, 0.682]"
3.383982052708987,1.3986699144030617,"(-0.321, 0.682]"
0.0096121327014437,-0.4537115629403015,"(-0.321, 0.682]"
2.258178303945402,2.113924194000921,"(-0.321, 0.682]"
3.0395242756421643,1.4770063306171115,"(-1.323, -0.321]"
-1.142709449416575,-0.3787607915241682,"(-1.323, -0.321]"
-0.3780993555163041,-0.7928577932125308,"(0.682, 1.684]"
0.2177578060813429,-0.1849455882275387,"(0.682, 1.684]"
1.371051176865862,-0.9154437545800936,"(-0.321, 0.682]"
2.580707015214867,1.1248203987104004,"(-0.321, 0.682]"
1.6310743452574226,0.2497215330989708,"(-0.321, 0.682]"
-1.0876084408854017,0.7000478536271169,"(-1.323, -0.321]"
1.2309714109773668,-0.707042007999476,"(0.682, 1.684]"
-0.3215788714260105,0.5625537139115387,"(-1.323, -0.321]"
0.6498901202597138,-1.533662407941809,"(-2.331, -1.323]"
0.129518820029387,-0.260379307432971,"(-2.331, -1.323]"
0.994623436579574,-0.5472812273981215,"(-0.321, 0.682]"
-0.5573799814206603,-0.2558753564923378,"(-0.321, 0.682]"
14.999543743100404,-3.319928283786252,"(-0.321, 0.682]"
3.267969933481945,2.07318980222208,"(-1.323, -0.321]"
1.848850888819001,1.761303717733925,"(0.682, 1.684]"
0.2406578321051296,0.584957666721191,"(-0.321, 0.682]"
0.5028263588555547,-0.2892573717686635,"(-0.321, 0.682]"
0.3746724273958314,0.6736249124191546,"(0.682, 1.684]"
0.958127532661751,-1.288593481670303,"(-2.331, -1.323]"
1.4600928258246892,0.5955833739733423,"(0.682, 1.684]"
1.3733391897996226,0.9980912385072508,"(0.682, 1.684]"
0.5827965728291519,0.5997002310391618,"(-0.321, 0.682]"
1.396270014952362,0.2459221007918268,"(-1.323, -0.321]"
0.899223076763223,-0.4595724620975476,"(0.682, 1.684]"
-0.0912144935641713,-0.1829599505874286,"(-2.331, -1.323]"
-1.3555219025141323,-0.5022127432825051,"(-2.331, -1.323]"
-0.0654308817569413,0.804783423238898,"(-0.321, 0.682]"
5.484579571837975,-2.081359827691495,"(0.682, 1.684]"
1.902749130210941,0.2691759817945165,"(-1.323, -0.321]"
2.7187278753913366,1.6552562686765575,"(-1.323, -0.321]"
-0.5989643878864579,0.0508663422582589,"(-0.321, 0.682]"
0.3546305650249354,-0.4352527875511347,"(-2.331, -1.323]"
1.0360000180294349,0.6911116946414749,"(-0.321, 0.682]"
0.8198426448751208,0.4817189667101261,"(-2.331, -1.323]"
1.2790950292954375,-0.5746439275957778,"(-0.321, 0.682]"
0.2991145399540669,-0.3479230050637634,"(0.682, 1.684]"
0.0699221834381069,0.4598873673401127,"(-2.331, -1.323]"
1.0414183862126407,-0.5772318072844898,"(-0.321, 0.682]"
-1.272699250454978,-0.1986889800984732,"(-1.323, -0.321]"
1.2685927226080789,0.9969763749497156,"(-0.321, 0.682]"
0.4914383178337123,-0.8217291834517171,"(-0.321, 0.682]"
0.2562383081731196,-1.3428610693629537,"(-0.321, 0.682]"
0.8742612219266943,-0.0119713509006552,"(-1.323, -0.321]"
1.2830144883767354,-0.0216095550115494,"(0.682, 1.684]"
-0.4139155570278758,1.343069395048978,"(-0.321, 0.682]"
0.5490174674444281,0.3844162390861409,"(0.682, 1.684]"
0.3152455012330396,0.0676509536711357,"(0.682, 1.684]"
0.3205722868226726,1.5290595610376885,"(-0.321, 0.682]"
2.090773720114526,1.3684577497735215,"(-0.321, 0.682]"
2.5335884043544663,0.9029429021356996,"(-1.323, -0.321]"
-0.2645360286128899,0.200134736075936,"(0.682, 1.684]"
0.5408525557761032,0.7468488108305041,"(-0.321, 0.682]"
