W,Y,X
-0.9938222809352912,0.8400780535679664,"(-1.18, -0.388]"
0.1376052912034436,-0.8670072909906318,"(1.194, 1.986]"
0.9732756772555656,0.608487051745058,"(-1.975, -1.18]"
-0.7033812293023372,1.8741808479479507,"(-1.18, -0.388]"
-0.7133731048869166,-2.497945817933384,"(0.403, 1.194]"
0.3927834202906051,0.0944874823561437,"(0.403, 1.194]"
-1.45249487867414,0.2190387083809357,"(-0.388, 0.403]"
0.3612742624306599,1.520213411497383,"(-1.975, -1.18]"
0.1505445134113773,0.2295044984941477,"(-1.975, -1.18]"
0.2713050260062471,0.8399317834814115,"(1.194, 1.986]"
1.1994031466858168,1.9302297850822112,"(0.403, 1.194]"
-0.8054283573486993,1.424147366792633,"(-1.975, -1.18]"
0.0086316571747996,-0.2535014969315464,"(-1.975, -1.18]"
-0.68096929527559,1.4157116036853623,"(-1.975, -1.18]"
0.4443913743677685,1.4343127382490453,"(1.194, 1.986]"
-0.22390799796008,-1.2518871142382582,"(-1.975, -1.18]"
-0.1425469476827097,-0.8296625235983661,"(-0.388, 0.403]"
-0.1705299487076119,1.636393986153795,"(-1.975, -1.18]"
0.0769063071255796,0.7094550109088331,"(-1.975, -1.18]"
0.9626267276494642,2.253247123817106,"(1.194, 1.986]"
0.3472013898534346,-0.3198284691665966,"(-1.18, -0.388]"
-0.1538307338907202,0.494667846594236,"(-1.975, -1.18]"
-0.4996800149343728,-0.8883229090944171,"(0.403, 1.194]"
2.613912352180212,-0.9715567145152284,"(0.403, 1.194]"
-0.2631285185354064,-1.2603471970929825,"(-0.388, 0.403]"
0.3224278131775026,0.0342887738821814,"(0.403, 1.194]"
-1.0187643093759926,-0.3256326258275431,"(-1.18, -0.388]"
0.0389269404844501,-0.7357700574081267,"(-1.975, -1.18]"
0.7067382275542391,-0.6124749631332056,"(-0.388, 0.403]"
1.3048524014010652,-1.0334170245392489,"(-1.18, -0.388]"
-0.6275833657532627,0.4071896716306474,"(0.403, 1.194]"
1.2873093958508843,0.2372407340178141,"(1.194, 1.986]"
0.2258078054109006,2.2611244481341104,"(-1.975, -1.18]"
2.686905506388492,0.5855843532736411,"(1.194, 1.986]"
0.8313545866018346,0.5166280101701926,"(-1.18, -0.388]"
-0.9740492037579132,-0.823841011048087,"(0.403, 1.194]"
1.4486264570923575,0.1432637794499016,"(-0.388, 0.403]"
-0.5383850931688472,1.883165511346209,"(-1.18, -0.388]"
0.0138846082987848,-0.6008372494590662,"(-0.388, 0.403]"
-0.0417170638485225,0.8740137181852454,"(-1.975, -1.18]"
-0.1894231166948022,1.055059457011061,"(0.403, 1.194]"
0.338787795585456,0.3147606157959929,"(0.403, 1.194]"
0.3387614494610336,1.3986699144030617,"(-1.18, -0.388]"
-0.1843140194914568,-0.4537115629403015,"(-1.18, -0.388]"
-0.1110109429008401,2.113924194000921,"(0.403, 1.194]"
-1.102913876962934,1.4770063306171115,"(-0.388, 0.403]"
-0.8363732551355777,-0.3787607915241682,"(1.194, 1.986]"
1.2129571118904154,-0.7928577932125308,"(-1.18, -0.388]"
1.1278221095392575,-0.1849455882275387,"(-0.388, 0.403]"
0.2713434681631411,-0.9154437545800936,"(-1.18, -0.388]"
0.2203947362012547,1.1248203987104004,"(-0.388, 0.403]"
0.5275176430277317,0.2497215330989708,"(0.403, 1.194]"
-0.7285534962902157,0.7000478536271169,"(-0.388, 0.403]"
1.274404193490109,-0.707042007999476,"(-1.975, -1.18]"
-1.0987114559906526,0.5625537139115387,"(0.403, 1.194]"
-1.7773575941715891,-1.533662407941809,"(-1.975, -1.18]"
-1.3749611602914955,-0.260379307432971,"(-1.18, -0.388]"
0.3442860760347968,-0.5472812273981215,"(0.403, 1.194]"
0.4951567531519137,-0.2558753564923378,"(-1.975, -1.18]"
0.4819492696518795,-3.319928283786252,"(-0.388, 0.403]"
-0.5690587135519508,2.07318980222208,"(-0.388, 0.403]"
1.0280905557083293,1.761303717733925,"(-0.388, 0.403]"
-0.102426322544795,0.584957666721191,"(-1.975, -1.18]"
-0.3195609967017891,-0.2892573717686635,"(-1.975, -1.18]"
1.104830734559365,0.6736249124191546,"(-0.388, 0.403]"
-1.5447931071560326,-1.288593481670303,"(-0.388, 0.403]"
1.5790897202413576,0.5955833739733423,"(-1.975, -1.18]"
1.417912584999133,0.9980912385072508,"(0.403, 1.194]"
0.1010206588450783,0.5997002310391618,"(-1.18, -0.388]"
-0.4925719173036763,0.2459221007918268,"(-1.18, -0.388]"
1.0882180243096458,-0.4595724620975476,"(-1.975, -1.18]"
-1.6799371738481923,-0.1829599505874286,"(-0.388, 0.403]"
-1.7225394440103114,-0.5022127432825051,"(-0.388, 0.403]"
-0.2515377578830712,0.804783423238898,"(-1.975, -1.18]"
1.0976621179061337,-2.081359827691495,"(-1.18, -0.388]"
-0.3726889261472156,0.2691759817945165,"(1.194, 1.986]"
-0.8465033616574015,1.6552562686765575,"(-1.18, -0.388]"
0.437342498271433,0.0508663422582589,"(0.403, 1.194]"
-1.6972679822373573,-0.4352527875511347,"(1.194, 1.986]"
0.5827636193972108,0.6911116946414749,"(-1.18, -0.388]"
-1.5913534871680697,0.4817189667101261,"(1.194, 1.986]"
0.1502897216269844,-0.5746439275957778,"(0.403, 1.194]"
0.7184440271403925,-0.3479230050637634,"(0.403, 1.194]"
-1.376050992731421,0.4598873673401127,"(-1.18, -0.388]"
0.6223651292851777,-0.5772318072844898,"(-1.18, -0.388]"
-0.4335048037961795,-0.1986889800984732,"(-1.975, -1.18]"
-0.1954604095600711,0.9969763749497156,"(-0.388, 0.403]"
0.3426127868928241,-0.8217291834517171,"(-1.18, -0.388]"
-0.2726306917582348,-1.3428610693629537,"(-1.18, -0.388]"
-0.8927675156659292,-0.0119713509006552,"(-1.975, -1.18]"
0.8451200442061308,-0.0216095550115494,"(-0.388, 0.403]"
0.633874246518826,1.343069395048978,"(-1.975, -1.18]"
0.805468097756794,0.3844162390861409,"(-0.388, 0.403]"
0.9444317118357096,0.0676509536711357,"(0.403, 1.194]"
0.5321372877884228,1.5290595610376885,"(-1.18, -0.388]"
0.0615480671408743,1.3684577497735215,"(-0.388, 0.403]"
-0.7248050536361901,0.9029429021356996,"(-1.975, -1.18]"
1.110400853603881,0.200134736075936,"(-1.975, -1.18]"
0.5116768904221224,0.7468488108305041,"(-0.388, 0.403]"
