G1,G2,Period
-1.0596576711447032,-0.9786601453924476,E2
0.6012994436368102,1.2165752432497057,E5
3.56456525925607,-0.1593015988380419,E4
-1.7374015889479977,-2.711894795653113,E2
1.805125375838048,-0.7504497045344412,E3
1.0829551170694849,-1.048741264171554,E4
-1.48302819481128,-1.1211143670139634,E5
-0.7244484088056895,-2.3474788650869884,E2
-1.3427501380851643,3.1942604280434006,E1
-1.8107492139045325,4.583233491112736,E1
2.9696358523857582,1.3793584403745391,E4
-1.8205035568875727,-2.371896990287658,E2
-1.2848248790045091,0.0921634269540127,E5
0.0050452775940867,0.5815534177109649,E4
-0.5444585261762704,3.863240968441812,E1
0.2418633758249064,-1.9179042781925828,E3
0.7415656095245795,1.3660796428701694,E4
-0.8884524142621466,0.9505302470947564,E1
-0.4762100814053374,2.2260457541474423,E1
-0.4705981573335694,0.6863184617292253,E5
-2.529738109412682,1.65507403253617,E1
0.9236738992978156,-2.9125753158827963,E3
-0.4455865662479221,-1.5679931057574763,E2
-1.0607328321327012,-3.095727151852084,E2
-0.3046589993468023,0.5102076095254651,E2
-2.8433799113123377,2.1310406266073945,E1
0.2517473498264271,1.2776600287764783,E4
-1.0887593027303804,-2.2951464629332023,E2
0.8863806488223404,-1.2033978974984485,E5
1.5667609525604416,-1.883186874959739,E2
-2.062542006369473,3.91647339462782,E1
1.7693164325872486,-0.7652876068259427,E3
0.2825364394182695,0.1216649681408594,E5
2.3322153972501285,-0.2411802108893287,E5
-4.722736961574737,2.026683801120878,E1
-0.8829198288263311,-1.8001863553716453,E3
3.0586282110836365,0.5422793804106494,E4
3.230160609379392,-0.0921355186910724,E4
0.7198525565668368,0.2056449777545267,E4
2.866427981512482,1.0306263670284772,E4
0.6569158930579516,-0.2782053216200597,E3
-1.5577967304275844,1.5406520780202009,E1
2.293570578512821,2.716026010432187,E4
-1.306671065917373,3.5850615149672773,E1
0.4024265094188313,2.082646411085753,E5
2.1019822240549466,-1.4659843843998064,E4
1.7748947628598049,-0.4883284968731611,E3
0.1560097515003216,-1.1539442256619603,E2
0.3989040084185757,-0.5359464577616135,E3
-2.472944901752343,2.969067215159468,E1
-1.4016553054052352,-0.8136456754400521,E1
-2.904517200128278,0.6791209501962019,E1
1.1103036073604269,0.6300185090751995,E4
-0.3841567273602218,-0.2769302127961202,E4
1.6153436874159988,1.40005800377922,E5
-0.3360760339638149,0.4078137176135158,E5
-1.556245769758125,-1.2327966447894831,E2
-1.377888780435421,0.2415270089387442,E1
-0.5626430980295702,-2.086250007157937,E2
-0.2675665083538499,-1.6764170433997714,E2
-1.273550468027547,-1.2679338159711524,E2
-1.3542580101484678,-2.389661222254619,E2
0.3104551658894903,0.3689932860570071,E4
-1.4861828353519693,-0.9483410104587964,E2
-1.883670977554592,3.3335914232953225,E1
1.1658382618472718,1.8002227825056325,E4
1.2743759046248484,-0.5158665628997124,E3
-1.4870410551060431,0.8870206801646124,E5
-0.0039494274077718,0.0297708226165621,E5
-1.2509069455363302,1.6745921530054615,E1
-2.7866852473921524,1.667125115846457,E1
-3.8888644392460936,2.513037443173832,E1
-2.0382768388479198,0.8941828863102543,E1
-2.518124413155741,1.4311499700597434,E1
2.066507367548358,1.3947515928965286,E3
-0.0349072166833088,-0.8546780513333573,E5
-0.7801771809923563,-0.3168264287805065,E2
-3.772009346191736,1.20666948777868,E1
-0.3262448444815421,2.04787428713749,E5
2.095469429832438,-0.1276154281492294,E4
-0.4806843331941409,-0.731007037746211,E2
