Z,W,Category
1.9855525212776428,1.3048524014010652,Low
-0.8187975190223178,-0.6275833657532627,Mid
-0.4517130743269475,1.2873093958508843,Mid
2.415215155335161,0.2258078054109006,Mid
1.5273582253820868,2.686905506388492,Low
1.336536429436095,0.8313545866018346,High
0.8372014181062304,-0.9740492037579132,High
-0.7182098368564208,1.4486264570923575,High
2.404716805617465,-0.5383850931688472,Low
-0.8309713024657553,0.0138846082987848,Low
0.259344903627977,-0.0417170638485225,High
0.670070089444504,-0.1894231166948022,High
0.201260102807413,0.338787795585456,Mid
3.383982052708987,0.3387614494610336,Low
0.0096121327014437,-0.1843140194914568,Low
2.258178303945402,-0.1110109429008401,Low
3.0395242756421643,-1.102913876962934,Low
-1.142709449416575,-0.8363732551355777,Low
-0.3780993555163041,1.2129571118904154,Mid
0.2177578060813429,1.1278221095392575,High
1.371051176865862,0.2713434681631411,High
2.580707015214867,0.2203947362012547,High
1.6310743452574226,0.5275176430277317,Low
-1.0876084408854017,-0.7285534962902157,Low
1.2309714109773668,1.274404193490109,High
-0.3215788714260105,-1.0987114559906526,High
0.6498901202597138,-1.7773575941715891,Low
0.129518820029387,-1.3749611602914955,Mid
0.994623436579574,0.3442860760347968,High
-0.5573799814206603,0.4951567531519137,Low
14.999543743100404,0.4819492696518795,Low
3.267969933481945,-0.5690587135519508,Mid
1.848850888819001,1.0280905557083293,Low
0.2406578321051296,-0.102426322544795,Low
0.5028263588555547,-0.3195609967017891,Low
0.3746724273958314,1.104830734559365,Low
0.958127532661751,-1.5447931071560326,Mid
1.4600928258246892,1.5790897202413576,Mid
1.3733391897996226,1.417912584999133,Low
0.5827965728291519,0.1010206588450783,High
1.396270014952362,-0.4925719173036763,Low
0.899223076763223,1.0882180243096458,Low
-0.0912144935641713,-1.6799371738481923,Low
-1.3555219025141323,-1.7225394440103114,Low
-0.0654308817569413,-0.2515377578830712,Mid
5.484579571837975,1.0976621179061337,Low
1.902749130210941,-0.3726889261472156,High
2.7187278753913366,-0.8465033616574015,Low
-0.5989643878864579,0.437342498271433,Mid
0.3546305650249354,-1.6972679822373573,High
1.0360000180294349,0.5827636193972108,High
0.8198426448751208,-1.5913534871680697,Mid
1.2790950292954375,0.1502897216269844,Low
0.2991145399540669,0.7184440271403925,High
0.0699221834381069,-1.376050992731421,High
1.0414183862126407,0.6223651292851777,Low
-1.272699250454978,-0.4335048037961795,High
1.2685927226080789,-0.1954604095600711,Low
0.4914383178337123,0.3426127868928241,Low
0.2562383081731196,-0.2726306917582348,Mid
0.8742612219266943,-0.8927675156659292,Mid
1.2830144883767354,0.8451200442061308,Mid
-0.4139155570278758,0.633874246518826,High
0.5490174674444281,0.805468097756794,High
0.3152455012330396,0.9444317118357096,Low
0.3205722868226726,0.5321372877884228,High
2.090773720114526,0.0615480671408743,Low
2.5335884043544663,-0.7248050536361901,Mid
-0.2645360286128899,1.110400853603881,Mid
0.5408525557761032,0.5116768904221224,High
