X,W,Z
-1.4469582601809727,-0.1705299487076119,"(1.612, 4.959]"
-1.86980523890162,0.0769063071255796,"(-1.752, 1.612]"
1.2260608274176996,0.9626267276494642,"(1.612, 4.959]"
-0.8489433326753302,0.3472013898534346,"(-1.752, 1.612]"
-1.2733280911957952,-0.1538307338907202,"(-1.752, 1.612]"
0.8342935156937701,-0.4996800149343728,"(-1.752, 1.612]"
1.1070088740327284,2.613912352180212,"(-1.752, 1.612]"
0.0590517786591204,-0.2631285185354064,"(1.612, 4.959]"
1.102577511694157,0.3224278131775026,"(-1.752, 1.612]"
-0.9692829353395584,-1.0187643093759926,"(-1.752, 1.612]"
-1.769178959363499,0.0389269404844501,"(-1.752, 1.612]"
0.1508143795387577,0.7067382275542391,"(-1.752, 1.612]"
-1.031856724511658,1.3048524014010652,"(1.612, 4.959]"
1.0434186036838415,-0.6275833657532627,"(-1.752, 1.612]"
1.287940131680139,1.2873093958508843,"(-1.752, 1.612]"
-1.8454669290806571,0.2258078054109006,"(1.612, 4.959]"
1.229430589996777,2.686905506388492,"(-1.752, 1.612]"
-1.1047392098887991,0.8313545866018346,"(-1.752, 1.612]"
0.5574940665113126,-0.9740492037579132,"(-1.752, 1.612]"
0.3827283052906827,1.4486264570923575,"(-1.752, 1.612]"
-0.6696304032054532,-0.5383850931688472,"(1.612, 4.959]"
0.3810352512874084,0.0138846082987848,"(-1.752, 1.612]"
-1.7975596100845197,-0.0417170638485225,"(-1.752, 1.612]"
0.4758144434944968,-0.1894231166948022,"(-1.752, 1.612]"
1.1292591056041008,0.338787795585456,"(-1.752, 1.612]"
-0.6443944751671049,0.3387614494610336,"(1.612, 4.959]"
-0.8710367920939959,-0.1843140194914568,"(-1.752, 1.612]"
0.563645135338477,-0.1110109429008401,"(1.612, 4.959]"
0.2301035163207463,-1.102913876962934,"(1.612, 4.959]"
1.978940520436117,-0.8363732551355777,"(-1.752, 1.612]"
-0.6417005384623917,1.2129571118904154,"(-1.752, 1.612]"
-0.0113986794541189,1.1278221095392575,"(-1.752, 1.612]"
-0.9767127889997198,0.2713434681631411,"(-1.752, 1.612]"
0.290283307669783,0.2203947362012547,"(1.612, 4.959]"
0.6525149147718428,0.5275176430277317,"(1.612, 4.959]"
-0.2866826905818236,-0.7285534962902157,"(-1.752, 1.612]"
-1.9709020850810428,1.274404193490109,"(-1.752, 1.612]"
0.7667597601669693,-1.0987114559906526,"(-1.752, 1.612]"
-1.7650153622948372,-1.7773575941715891,"(-1.752, 1.612]"
-0.4601560202180028,-1.3749611602914955,"(-1.752, 1.612]"
1.0868848339728192,0.3442860760347968,"(-1.752, 1.612]"
-1.1817940981115131,0.4951567531519137,"(-1.752, 1.612]"
0.1851643325349092,0.4819492696518795,"(11.653, 15.0]"
0.4025995520802463,-0.5690587135519508,"(1.612, 4.959]"
0.1070767064742734,1.0280905557083293,"(1.612, 4.959]"
-1.7202793555248048,-0.102426322544795,"(-1.752, 1.612]"
-1.3812618490840405,-0.3195609967017891,"(-1.752, 1.612]"
-0.3667575791069719,1.104830734559365,"(-1.752, 1.612]"
-0.3794087653611733,-1.5447931071560326,"(-1.752, 1.612]"
-1.1965849924579812,1.5790897202413576,"(-1.752, 1.612]"
0.8431620826849051,1.417912584999133,"(-1.752, 1.612]"
-0.6499007422997227,0.1010206588450783,"(-1.752, 1.612]"
-0.4497623643166046,-0.4925719173036763,"(-1.752, 1.612]"
-1.5545461667045042,1.0882180243096458,"(-1.752, 1.612]"
-0.1882020977876624,-1.6799371738481923,"(-1.752, 1.612]"
0.2834470038219425,-1.7225394440103114,"(-1.752, 1.612]"
-1.8312456269230744,-0.2515377578830712,"(-1.752, 1.612]"
-0.7284038544034148,1.0976621179061337,"(4.959, 8.306]"
1.9855141036238284,-0.3726889261472156,"(1.612, 4.959]"
-0.5496732758217129,-0.8465033616574015,"(1.612, 4.959]"
0.8936580294061862,0.437342498271433,"(-1.752, 1.612]"
1.2329311936466127,-1.6972679822373573,"(-1.752, 1.612]"
-0.9289979998246544,0.5827636193972108,"(-1.752, 1.612]"
1.228752561890917,-1.5913534871680697,"(-1.752, 1.612]"
0.7670108625750296,0.1502897216269844,"(-1.752, 1.612]"
0.9527246556792242,0.7184440271403925,"(-1.752, 1.612]"
-0.772799996236663,-1.376050992731421,"(-1.752, 1.612]"
-0.9249578098010612,0.6223651292851777,"(-1.752, 1.612]"
-1.759377559804057,-0.4335048037961795,"(-1.752, 1.612]"
-0.3203058525956819,-0.1954604095600711,"(-1.752, 1.612]"
-0.8067876570110144,0.3426127868928241,"(-1.752, 1.612]"
-0.4927692452624788,-0.2726306917582348,"(-1.752, 1.612]"
-1.7167304560209231,-0.8927675156659292,"(-1.752, 1.612]"
0.2402926301045664,0.8451200442061308,"(-1.752, 1.612]"
-1.647283906936618,0.633874246518826,"(-1.752, 1.612]"
-0.1660052207942453,0.805468097756794,"(-1.752, 1.612]"
0.6727453284172915,0.9444317118357096,"(-1.752, 1.612]"
-0.736478776782227,0.5321372877884228,"(-1.752, 1.612]"
0.1531901712365453,0.0615480671408743,"(1.612, 4.959]"
-1.8148421269855053,-0.7248050536361901,"(1.612, 4.959]"
-1.336937698462847,1.110400853603881,"(-1.752, 1.612]"
-0.1857750753822289,0.5116768904221224,"(-1.752, 1.612]"
