X,Z,W
1.1070088740327284,-0.54139005298083,"(1.684, 2.687]"
0.0590517786591204,2.217851898851917,"(-0.321, 0.682]"
1.102577511694157,0.4650885549631727,"(-0.321, 0.682]"
-0.9692829353395584,0.3902859969232188,"(-1.323, -0.321]"
-1.769178959363499,0.0649823508894435,"(-0.321, 0.682]"
0.1508143795387577,0.5598405337619834,"(0.682, 1.684]"
-1.031856724511658,1.9855525212776428,"(0.682, 1.684]"
1.0434186036838415,-0.8187975190223178,"(-1.323, -0.321]"
1.287940131680139,-0.4517130743269475,"(0.682, 1.684]"
-1.8454669290806571,2.415215155335161,"(-0.321, 0.682]"
1.229430589996777,1.5273582253820868,"(1.684, 2.687]"
-1.1047392098887991,1.336536429436095,"(0.682, 1.684]"
0.5574940665113126,0.8372014181062304,"(-1.323, -0.321]"
0.3827283052906827,-0.7182098368564208,"(0.682, 1.684]"
-0.6696304032054532,2.404716805617465,"(-1.323, -0.321]"
0.3810352512874084,-0.8309713024657553,"(-0.321, 0.682]"
-1.7975596100845197,0.259344903627977,"(-0.321, 0.682]"
0.4758144434944968,0.670070089444504,"(-0.321, 0.682]"
1.1292591056041008,0.201260102807413,"(-0.321, 0.682]"
-0.6443944751671049,3.383982052708987,"(-0.321, 0.682]"
-0.8710367920939959,0.0096121327014437,"(-0.321, 0.682]"
0.563645135338477,2.258178303945402,"(-0.321, 0.682]"
0.2301035163207463,3.0395242756421643,"(-1.323, -0.321]"
1.978940520436117,-1.142709449416575,"(-1.323, -0.321]"
-0.6417005384623917,-0.3780993555163041,"(0.682, 1.684]"
-0.0113986794541189,0.2177578060813429,"(0.682, 1.684]"
-0.9767127889997198,1.371051176865862,"(-0.321, 0.682]"
0.290283307669783,2.580707015214867,"(-0.321, 0.682]"
0.6525149147718428,1.6310743452574226,"(-0.321, 0.682]"
-0.2866826905818236,-1.0876084408854017,"(-1.323, -0.321]"
-1.9709020850810428,1.2309714109773668,"(0.682, 1.684]"
0.7667597601669693,-0.3215788714260105,"(-1.323, -0.321]"
-1.7650153622948372,0.6498901202597138,"(-2.331, -1.323]"
-0.4601560202180028,0.129518820029387,"(-2.331, -1.323]"
1.0868848339728192,0.994623436579574,"(-0.321, 0.682]"
-1.1817940981115131,-0.5573799814206603,"(-0.321, 0.682]"
0.1851643325349092,14.999543743100404,"(-0.321, 0.682]"
0.4025995520802463,3.267969933481945,"(-1.323, -0.321]"
0.1070767064742734,1.848850888819001,"(0.682, 1.684]"
-1.7202793555248048,0.2406578321051296,"(-0.321, 0.682]"
-1.3812618490840405,0.5028263588555547,"(-0.321, 0.682]"
-0.3667575791069719,0.3746724273958314,"(0.682, 1.684]"
-0.3794087653611733,0.958127532661751,"(-2.331, -1.323]"
-1.1965849924579812,1.4600928258246892,"(0.682, 1.684]"
0.8431620826849051,1.3733391897996226,"(0.682, 1.684]"
-0.6499007422997227,0.5827965728291519,"(-0.321, 0.682]"
-0.4497623643166046,1.396270014952362,"(-1.323, -0.321]"
-1.5545461667045042,0.899223076763223,"(0.682, 1.684]"
-0.1882020977876624,-0.0912144935641713,"(-2.331, -1.323]"
0.2834470038219425,-1.3555219025141323,"(-2.331, -1.323]"
-1.8312456269230744,-0.0654308817569413,"(-0.321, 0.682]"
-0.7284038544034148,5.484579571837975,"(0.682, 1.684]"
1.9855141036238284,1.902749130210941,"(-1.323, -0.321]"
-0.5496732758217129,2.7187278753913366,"(-1.323, -0.321]"
0.8936580294061862,-0.5989643878864579,"(-0.321, 0.682]"
1.2329311936466127,0.3546305650249354,"(-2.331, -1.323]"
-0.9289979998246544,1.0360000180294349,"(-0.321, 0.682]"
1.228752561890917,0.8198426448751208,"(-2.331, -1.323]"
0.7670108625750296,1.2790950292954375,"(-0.321, 0.682]"
0.9527246556792242,0.2991145399540669,"(0.682, 1.684]"
-0.772799996236663,0.0699221834381069,"(-2.331, -1.323]"
-0.9249578098010612,1.0414183862126407,"(-0.321, 0.682]"
-1.759377559804057,-1.272699250454978,"(-1.323, -0.321]"
-0.3203058525956819,1.2685927226080789,"(-0.321, 0.682]"
-0.8067876570110144,0.4914383178337123,"(-0.321, 0.682]"
-0.4927692452624788,0.2562383081731196,"(-0.321, 0.682]"
-1.7167304560209231,0.8742612219266943,"(-1.323, -0.321]"
0.2402926301045664,1.2830144883767354,"(0.682, 1.684]"
-1.647283906936618,-0.4139155570278758,"(-0.321, 0.682]"
-0.1660052207942453,0.5490174674444281,"(0.682, 1.684]"
0.6727453284172915,0.3152455012330396,"(0.682, 1.684]"
-0.736478776782227,0.3205722868226726,"(-0.321, 0.682]"
0.1531901712365453,2.090773720114526,"(-0.321, 0.682]"
-1.8148421269855053,2.5335884043544663,"(-1.323, -0.321]"
-1.336937698462847,-0.2645360286128899,"(0.682, 1.684]"
-0.1857750753822289,0.5408525557761032,"(-0.321, 0.682]"
