X,Y,Z
-1.259798198924916,-1.2518871142382582,"(-1.752, 1.612]"
-0.1961144977923421,-0.8296625235983661,"(-1.752, 1.612]"
-1.4469582601809727,1.636393986153795,"(1.612, 4.959]"
-1.86980523890162,0.7094550109088331,"(-1.752, 1.612]"
1.2260608274176996,2.253247123817106,"(1.612, 4.959]"
-0.8489433326753302,-0.3198284691665966,"(-1.752, 1.612]"
-1.2733280911957952,0.494667846594236,"(-1.752, 1.612]"
0.8342935156937701,-0.8883229090944171,"(-1.752, 1.612]"
1.1070088740327284,-0.9715567145152284,"(-1.752, 1.612]"
0.0590517786591204,-1.2603471970929825,"(1.612, 4.959]"
1.102577511694157,0.0342887738821814,"(-1.752, 1.612]"
-0.9692829353395584,-0.3256326258275431,"(-1.752, 1.612]"
-1.769178959363499,-0.7357700574081267,"(-1.752, 1.612]"
0.1508143795387577,-0.6124749631332056,"(-1.752, 1.612]"
-1.031856724511658,-1.0334170245392489,"(1.612, 4.959]"
1.0434186036838415,0.4071896716306474,"(-1.752, 1.612]"
1.287940131680139,0.2372407340178141,"(-1.752, 1.612]"
-1.8454669290806571,2.2611244481341104,"(1.612, 4.959]"
1.229430589996777,0.5855843532736411,"(-1.752, 1.612]"
-1.1047392098887991,0.5166280101701926,"(-1.752, 1.612]"
0.5574940665113126,-0.823841011048087,"(-1.752, 1.612]"
0.3827283052906827,0.1432637794499016,"(-1.752, 1.612]"
-0.6696304032054532,1.883165511346209,"(1.612, 4.959]"
0.3810352512874084,-0.6008372494590662,"(-1.752, 1.612]"
-1.7975596100845197,0.8740137181852454,"(-1.752, 1.612]"
0.4758144434944968,1.055059457011061,"(-1.752, 1.612]"
1.1292591056041008,0.3147606157959929,"(-1.752, 1.612]"
-0.6443944751671049,1.3986699144030617,"(1.612, 4.959]"
-0.8710367920939959,-0.4537115629403015,"(-1.752, 1.612]"
0.563645135338477,2.113924194000921,"(1.612, 4.959]"
0.2301035163207463,1.4770063306171115,"(1.612, 4.959]"
1.978940520436117,-0.3787607915241682,"(-1.752, 1.612]"
-0.6417005384623917,-0.7928577932125308,"(-1.752, 1.612]"
-0.0113986794541189,-0.1849455882275387,"(-1.752, 1.612]"
-0.9767127889997198,-0.9154437545800936,"(-1.752, 1.612]"
0.290283307669783,1.1248203987104004,"(1.612, 4.959]"
0.6525149147718428,0.2497215330989708,"(1.612, 4.959]"
-0.2866826905818236,0.7000478536271169,"(-1.752, 1.612]"
-1.9709020850810428,-0.707042007999476,"(-1.752, 1.612]"
0.7667597601669693,0.5625537139115387,"(-1.752, 1.612]"
-1.7650153622948372,-1.533662407941809,"(-1.752, 1.612]"
-0.4601560202180028,-0.260379307432971,"(-1.752, 1.612]"
1.0868848339728192,-0.5472812273981215,"(-1.752, 1.612]"
-1.1817940981115131,-0.2558753564923378,"(-1.752, 1.612]"
0.1851643325349092,-3.319928283786252,"(11.653, 15.0]"
0.4025995520802463,2.07318980222208,"(1.612, 4.959]"
0.1070767064742734,1.761303717733925,"(1.612, 4.959]"
-1.7202793555248048,0.584957666721191,"(-1.752, 1.612]"
-1.3812618490840405,-0.2892573717686635,"(-1.752, 1.612]"
-0.3667575791069719,0.6736249124191546,"(-1.752, 1.612]"
-0.3794087653611733,-1.288593481670303,"(-1.752, 1.612]"
-1.1965849924579812,0.5955833739733423,"(-1.752, 1.612]"
0.8431620826849051,0.9980912385072508,"(-1.752, 1.612]"
-0.6499007422997227,0.5997002310391618,"(-1.752, 1.612]"
-0.4497623643166046,0.2459221007918268,"(-1.752, 1.612]"
-1.5545461667045042,-0.4595724620975476,"(-1.752, 1.612]"
-0.1882020977876624,-0.1829599505874286,"(-1.752, 1.612]"
0.2834470038219425,-0.5022127432825051,"(-1.752, 1.612]"
-1.8312456269230744,0.804783423238898,"(-1.752, 1.612]"
-0.7284038544034148,-2.081359827691495,"(4.959, 8.306]"
1.9855141036238284,0.2691759817945165,"(1.612, 4.959]"
-0.5496732758217129,1.6552562686765575,"(1.612, 4.959]"
0.8936580294061862,0.0508663422582589,"(-1.752, 1.612]"
1.2329311936466127,-0.4352527875511347,"(-1.752, 1.612]"
-0.9289979998246544,0.6911116946414749,"(-1.752, 1.612]"
1.228752561890917,0.4817189667101261,"(-1.752, 1.612]"
0.7670108625750296,-0.5746439275957778,"(-1.752, 1.612]"
0.9527246556792242,-0.3479230050637634,"(-1.752, 1.612]"
-0.772799996236663,0.4598873673401127,"(-1.752, 1.612]"
-0.9249578098010612,-0.5772318072844898,"(-1.752, 1.612]"
-1.759377559804057,-0.1986889800984732,"(-1.752, 1.612]"
-0.3203058525956819,0.9969763749497156,"(-1.752, 1.612]"
-0.8067876570110144,-0.8217291834517171,"(-1.752, 1.612]"
-0.4927692452624788,-1.3428610693629537,"(-1.752, 1.612]"
-1.7167304560209231,-0.0119713509006552,"(-1.752, 1.612]"
0.2402926301045664,-0.0216095550115494,"(-1.752, 1.612]"
-1.647283906936618,1.343069395048978,"(-1.752, 1.612]"
-0.1660052207942453,0.3844162390861409,"(-1.752, 1.612]"
0.6727453284172915,0.0676509536711357,"(-1.752, 1.612]"
-0.736478776782227,1.5290595610376885,"(-1.752, 1.612]"
0.1531901712365453,1.3684577497735215,"(1.612, 4.959]"
-1.8148421269855053,0.9029429021356996,"(1.612, 4.959]"
-1.336937698462847,0.200134736075936,"(-1.752, 1.612]"
-0.1857750753822289,0.7468488108305041,"(-1.752, 1.612]"
