B,A,Y,C
0.1263170599910319,2.294484948937794,14.874288596688348,'L3'
0.008999018734096,0.7132198664465546,11.244514049422971,'L2'
0.2481420911556957,-0.5904617595852164,9.744885230943076,'L2'
0.0586760708212365,-0.7649201787664215,9.04838343402232,'L2'
0.2038124520518456,2.594891145472668,13.612984570413056,'L2'
0.1829988715238147,-0.8657700460822084,7.155638712652504,'L2'
0.0090002421014919,0.3736476512080201,8.182760328539702,'L2'
0.0076518625228029,1.2125474250961614,11.18134471157055,'L2'
0.1467602588744934,3.359055341073289,14.8467979697526,'L3'
0.1433960181030761,1.818982005949093,12.76310864110644,'L3'
0.0706296299013927,0.0451095727861523,9.72802558475694,'L2'
0.1525989484897957,0.8988863259610701,13.22071229132739,'L3'
0.2185494621777628,0.994444047066508,10.400568629637892,'L3'
0.1121280519255349,0.6561870518858467,10.602323542628795,'L1'
0.2219110951694855,-0.7473188892501502,10.104636119241842,'L1'
0.153324899028591,-2.054796701213812,6.839285998713389,'L1'
0.0430547793183325,2.345508863797772,13.466718453033184,'L2'
0.0603147322848325,-0.3151365836575435,9.746123692262609,'L3'
0.1727543248085772,2.375900226132128,13.149756891270478,'L3'
0.1986643595485068,-0.218384928595448,9.62218596728946,'L3'
0.0575787380836957,-2.7088533911591397,5.469005294481424,'L1'
0.2419380388965924,-1.7814182719764504,7.586869028648545,'L2'
0.0421962943076132,0.3821256015971604,11.40459131119248,'L3'
0.1349438574372756,-2.437943753639487,5.34481583632187,'L1'
0.0714330110450067,0.8270326504702086,11.791967916193904,'L2'
0.1511292934655524,2.5161846629806472,13.545574647157755,'L2'
0.0125784723255768,1.511939717947488,13.33849591920474,'L3'
0.2322724012106304,0.0829618988001912,10.618382120659586,'L2'
0.1503312648878953,0.5533882273660813,11.191748790483429,'L3'
0.1901907952223451,1.2834009862234024,11.335631721169804,'L3'
0.124726991227314,0.3720179536380138,10.911570086921529,'L2'
0.0619826112689498,3.1118641143437213,13.875593027762632,'L2'
0.0032492408912481,-2.768711489351161,8.441762142613042,'L2'
0.2367934050608338,-4.468698772984939,3.70193346273627,'L1'
0.0701618595009655,1.904584593771264,13.506644714421729,'L3'
0.2307679158386729,0.5354577908169065,11.65926418377076,'L2'
0.0520364955713687,-0.7325262963897803,9.215896340653794,'L1'
0.089488719995007,-2.197410456894729,4.750276955095149,'L1'
0.0227421499563162,-1.9706337839266364,7.961269414428865,'L1'
0.1584935407896163,-0.9373256897584112,8.553187014079601,'L1'
0.1523836801541435,2.0724600583248787,15.0406691299871,'L3'
0.0373467767599696,1.7652543396698976,12.645459982526448,'L3'
0.1877909740608679,-1.665247233309394,7.2271515074674255,'L2'
0.0378087866160317,1.093701357985378,10.365631404907344,'L3'
0.1804587156976484,0.9732697386592526,13.107505315259882,'L2'
0.2423939340670747,0.3901320755241479,12.83379502274532,'L2'
0.1578001641712929,2.777870485521014,14.159146327591904,'L2'
0.149508317780187,-0.7213899367954271,8.109445629197934,'L2'
0.237067046569279,3.0924195111713795,14.406420318822564,'L3'
0.1082007017526922,-2.189455445001116,7.379413127785583,'L1'
0.1108941012075956,2.3900194290514856,13.029844751274458,'L3'
0.2064931146912198,0.4670190929757639,9.362460561336428,'L3'
0.0514845835919434,2.652158944607793,14.583585590458416,'L1'
0.0519445496575427,0.7291757947008763,10.138989436568544,'L2'
0.0048688209643389,-1.1098842381355405,8.421692806275098,'L1'
0.247623730166222,-0.0585553727162346,11.11270265775482,'L2'
