G2,G1,State
1.6745921530054615,-1.2509069455363302,S1
1.667125115846457,-2.7866852473921524,S1
2.513037443173832,-3.8888644392460936,S1
0.8941828863102543,-2.0382768388479198,S1
1.4311499700597434,-2.518124413155741,S1
1.3947515928965286,2.066507367548358,S3
-0.8546780513333573,-0.0349072166833088,S2
-0.3168264287805065,-0.7801771809923563,S2
1.20666948777868,-3.772009346191736,S1
2.04787428713749,-0.3262448444815421,S2
-0.1276154281492294,2.095469429832438,S3
-0.731007037746211,-0.4806843331941409,S2
