G1,G2,State,Period
-1.4870410551060431,0.8870206801646124,S1,E5
-0.0039494274077718,0.0297708226165621,S2,E5
-1.2509069455363302,1.6745921530054615,S1,E1
-2.7866852473921524,1.667125115846457,S1,E1
-3.8888644392460936,2.513037443173832,S1,E1
-2.0382768388479198,0.8941828863102543,S1,E1
-2.518124413155741,1.4311499700597434,S1,E1
2.066507367548358,1.3947515928965286,S3,E3
-0.0349072166833088,-0.8546780513333573,S2,E5
-0.7801771809923563,-0.3168264287805065,S2,E2
-3.772009346191736,1.20666948777868,S1,E1
-0.3262448444815421,2.04787428713749,S2,E5
2.095469429832438,-0.1276154281492294,S3,E4
-0.4806843331941409,-0.731007037746211,S2,E2
