W,X,Y
1.1994031466858168,0.7877940401592136,"(1.772, 3.045]"
-0.8054283573486993,-1.4283380093606777,"(0.499, 1.772]"
0.0086316571747996,-1.3153362543403673,"(-0.774, 0.499]"
-0.68096929527559,-1.380025328162422,"(0.499, 1.772]"
0.4443913743677685,1.3130079927712963,"(0.499, 1.772]"
-0.22390799796008,-1.259798198924916,"(-2.047, -0.774]"
-0.1425469476827097,-0.1961144977923421,"(-2.047, -0.774]"
-0.1705299487076119,-1.4469582601809727,"(0.499, 1.772]"
0.0769063071255796,-1.86980523890162,"(0.499, 1.772]"
0.9626267276494642,1.2260608274176996,"(1.772, 3.045]"
0.3472013898534346,-0.8489433326753302,"(-0.774, 0.499]"
-0.1538307338907202,-1.2733280911957952,"(-0.774, 0.499]"
-0.4996800149343728,0.8342935156937701,"(-2.047, -0.774]"
2.613912352180212,1.1070088740327284,"(-2.047, -0.774]"
-0.2631285185354064,0.0590517786591204,"(-2.047, -0.774]"
0.3224278131775026,1.102577511694157,"(-0.774, 0.499]"
-1.0187643093759926,-0.9692829353395584,"(-0.774, 0.499]"
0.0389269404844501,-1.769178959363499,"(-0.774, 0.499]"
0.7067382275542391,0.1508143795387577,"(-0.774, 0.499]"
1.3048524014010652,-1.031856724511658,"(-2.047, -0.774]"
-0.6275833657532627,1.0434186036838415,"(-0.774, 0.499]"
1.2873093958508843,1.287940131680139,"(-0.774, 0.499]"
0.2258078054109006,-1.8454669290806571,"(1.772, 3.045]"
2.686905506388492,1.229430589996777,"(0.499, 1.772]"
0.8313545866018346,-1.1047392098887991,"(0.499, 1.772]"
-0.9740492037579132,0.5574940665113126,"(-2.047, -0.774]"
1.4486264570923575,0.3827283052906827,"(-0.774, 0.499]"
-0.5383850931688472,-0.6696304032054532,"(1.772, 3.045]"
0.0138846082987848,0.3810352512874084,"(-0.774, 0.499]"
-0.0417170638485225,-1.7975596100845197,"(0.499, 1.772]"
-0.1894231166948022,0.4758144434944968,"(0.499, 1.772]"
0.338787795585456,1.1292591056041008,"(-0.774, 0.499]"
0.3387614494610336,-0.6443944751671049,"(0.499, 1.772]"
-0.1843140194914568,-0.8710367920939959,"(-0.774, 0.499]"
-0.1110109429008401,0.563645135338477,"(1.772, 3.045]"
-1.102913876962934,0.2301035163207463,"(0.499, 1.772]"
-0.8363732551355777,1.978940520436117,"(-0.774, 0.499]"
1.2129571118904154,-0.6417005384623917,"(-2.047, -0.774]"
1.1278221095392575,-0.0113986794541189,"(-0.774, 0.499]"
0.2713434681631411,-0.9767127889997198,"(-2.047, -0.774]"
0.2203947362012547,0.290283307669783,"(0.499, 1.772]"
0.5275176430277317,0.6525149147718428,"(-0.774, 0.499]"
-0.7285534962902157,-0.2866826905818236,"(0.499, 1.772]"
1.274404193490109,-1.9709020850810428,"(-0.774, 0.499]"
-1.0987114559906526,0.7667597601669693,"(0.499, 1.772]"
-1.7773575941715891,-1.7650153622948372,"(-2.047, -0.774]"
-1.3749611602914955,-0.4601560202180028,"(-0.774, 0.499]"
0.3442860760347968,1.0868848339728192,"(-0.774, 0.499]"
0.4951567531519137,-1.1817940981115131,"(-0.774, 0.499]"
0.4819492696518795,0.1851643325349092,"(-3.326, -2.047]"
-0.5690587135519508,0.4025995520802463,"(1.772, 3.045]"
1.0280905557083293,0.1070767064742734,"(0.499, 1.772]"
-0.102426322544795,-1.7202793555248048,"(0.499, 1.772]"
-0.3195609967017891,-1.3812618490840405,"(-0.774, 0.499]"
1.104830734559365,-0.3667575791069719,"(0.499, 1.772]"
-1.5447931071560326,-0.3794087653611733,"(-2.047, -0.774]"
1.5790897202413576,-1.1965849924579812,"(0.499, 1.772]"
1.417912584999133,0.8431620826849051,"(0.499, 1.772]"
0.1010206588450783,-0.6499007422997227,"(0.499, 1.772]"
-0.4925719173036763,-0.4497623643166046,"(-0.774, 0.499]"
1.0882180243096458,-1.5545461667045042,"(-0.774, 0.499]"
-1.6799371738481923,-0.1882020977876624,"(-0.774, 0.499]"
-1.7225394440103114,0.2834470038219425,"(-0.774, 0.499]"
-0.2515377578830712,-1.8312456269230744,"(0.499, 1.772]"
1.0976621179061337,-0.7284038544034148,"(-3.326, -2.047]"
-0.3726889261472156,1.9855141036238284,"(-0.774, 0.499]"
-0.8465033616574015,-0.5496732758217129,"(0.499, 1.772]"
0.437342498271433,0.8936580294061862,"(-0.774, 0.499]"
-1.6972679822373573,1.2329311936466127,"(-0.774, 0.499]"
0.5827636193972108,-0.9289979998246544,"(0.499, 1.772]"
-1.5913534871680697,1.228752561890917,"(-0.774, 0.499]"
0.1502897216269844,0.7670108625750296,"(-0.774, 0.499]"
0.7184440271403925,0.9527246556792242,"(-0.774, 0.499]"
-1.376050992731421,-0.772799996236663,"(-0.774, 0.499]"
0.6223651292851777,-0.9249578098010612,"(-0.774, 0.499]"
-0.4335048037961795,-1.759377559804057,"(-0.774, 0.499]"
-0.1954604095600711,-0.3203058525956819,"(0.499, 1.772]"
0.3426127868928241,-0.8067876570110144,"(-2.047, -0.774]"
-0.2726306917582348,-0.4927692452624788,"(-2.047, -0.774]"
-0.8927675156659292,-1.7167304560209231,"(-0.774, 0.499]"
0.8451200442061308,0.2402926301045664,"(-0.774, 0.499]"
0.633874246518826,-1.647283906936618,"(0.499, 1.772]"
0.805468097756794,-0.1660052207942453,"(-0.774, 0.499]"
0.9444317118357096,0.6727453284172915,"(-0.774, 0.499]"
0.5321372877884228,-0.736478776782227,"(0.499, 1.772]"
0.0615480671408743,0.1531901712365453,"(0.499, 1.772]"
-0.7248050536361901,-1.8148421269855053,"(0.499, 1.772]"
1.110400853603881,-1.336937698462847,"(-0.774, 0.499]"
0.5116768904221224,-0.1857750753822289,"(0.499, 1.772]"
