Y,W,X
1.4804323901128382,-1.5434716081974873,"(1.194, 1.986]"
1.3804498063788728,-0.0053072482051371,"(-1.975, -1.18]"
0.370544718293122,0.4974578051854093,"(-1.18, -0.388]"
2.206702577750393,-0.2491361976850617,"(-0.388, 0.403]"
0.8400780535679664,-0.9938222809352912,"(-1.18, -0.388]"
-0.8670072909906318,0.1376052912034436,"(1.194, 1.986]"
0.608487051745058,0.9732756772555656,"(-1.975, -1.18]"
1.8741808479479507,-0.7033812293023372,"(-1.18, -0.388]"
-2.497945817933384,-0.7133731048869166,"(0.403, 1.194]"
0.0944874823561437,0.3927834202906051,"(0.403, 1.194]"
0.2190387083809357,-1.45249487867414,"(-0.388, 0.403]"
1.520213411497383,0.3612742624306599,"(-1.975, -1.18]"
0.2295044984941477,0.1505445134113773,"(-1.975, -1.18]"
0.8399317834814115,0.2713050260062471,"(1.194, 1.986]"
1.9302297850822112,1.1994031466858168,"(0.403, 1.194]"
1.424147366792633,-0.8054283573486993,"(-1.975, -1.18]"
-0.2535014969315464,0.0086316571747996,"(-1.975, -1.18]"
1.4157116036853623,-0.68096929527559,"(-1.975, -1.18]"
1.4343127382490453,0.4443913743677685,"(1.194, 1.986]"
-1.2518871142382582,-0.22390799796008,"(-1.975, -1.18]"
-0.8296625235983661,-0.1425469476827097,"(-0.388, 0.403]"
1.636393986153795,-0.1705299487076119,"(-1.975, -1.18]"
0.7094550109088331,0.0769063071255796,"(-1.975, -1.18]"
2.253247123817106,0.9626267276494642,"(1.194, 1.986]"
-0.3198284691665966,0.3472013898534346,"(-1.18, -0.388]"
0.494667846594236,-0.1538307338907202,"(-1.975, -1.18]"
-0.8883229090944171,-0.4996800149343728,"(0.403, 1.194]"
-0.9715567145152284,2.613912352180212,"(0.403, 1.194]"
-1.2603471970929825,-0.2631285185354064,"(-0.388, 0.403]"
0.0342887738821814,0.3224278131775026,"(0.403, 1.194]"
-0.3256326258275431,-1.0187643093759926,"(-1.18, -0.388]"
-0.7357700574081267,0.0389269404844501,"(-1.975, -1.18]"
-0.6124749631332056,0.7067382275542391,"(-0.388, 0.403]"
-1.0334170245392489,1.3048524014010652,"(-1.18, -0.388]"
0.4071896716306474,-0.6275833657532627,"(0.403, 1.194]"
0.2372407340178141,1.2873093958508843,"(1.194, 1.986]"
2.2611244481341104,0.2258078054109006,"(-1.975, -1.18]"
0.5855843532736411,2.686905506388492,"(1.194, 1.986]"
0.5166280101701926,0.8313545866018346,"(-1.18, -0.388]"
-0.823841011048087,-0.9740492037579132,"(0.403, 1.194]"
0.1432637794499016,1.4486264570923575,"(-0.388, 0.403]"
1.883165511346209,-0.5383850931688472,"(-1.18, -0.388]"
-0.6008372494590662,0.0138846082987848,"(-0.388, 0.403]"
0.8740137181852454,-0.0417170638485225,"(-1.975, -1.18]"
1.055059457011061,-0.1894231166948022,"(0.403, 1.194]"
0.3147606157959929,0.338787795585456,"(0.403, 1.194]"
1.3986699144030617,0.3387614494610336,"(-1.18, -0.388]"
-0.4537115629403015,-0.1843140194914568,"(-1.18, -0.388]"
2.113924194000921,-0.1110109429008401,"(0.403, 1.194]"
1.4770063306171115,-1.102913876962934,"(-0.388, 0.403]"
-0.3787607915241682,-0.8363732551355777,"(1.194, 1.986]"
-0.7928577932125308,1.2129571118904154,"(-1.18, -0.388]"
-0.1849455882275387,1.1278221095392575,"(-0.388, 0.403]"
-0.9154437545800936,0.2713434681631411,"(-1.18, -0.388]"
1.1248203987104004,0.2203947362012547,"(-0.388, 0.403]"
0.2497215330989708,0.5275176430277317,"(0.403, 1.194]"
0.7000478536271169,-0.7285534962902157,"(-0.388, 0.403]"
-0.707042007999476,1.274404193490109,"(-1.975, -1.18]"
0.5625537139115387,-1.0987114559906526,"(0.403, 1.194]"
-1.533662407941809,-1.7773575941715891,"(-1.975, -1.18]"
-0.260379307432971,-1.3749611602914955,"(-1.18, -0.388]"
-0.5472812273981215,0.3442860760347968,"(0.403, 1.194]"
-0.2558753564923378,0.4951567531519137,"(-1.975, -1.18]"
-3.319928283786252,0.4819492696518795,"(-0.388, 0.403]"
2.07318980222208,-0.5690587135519508,"(-0.388, 0.403]"
1.761303717733925,1.0280905557083293,"(-0.388, 0.403]"
0.584957666721191,-0.102426322544795,"(-1.975, -1.18]"
-0.2892573717686635,-0.3195609967017891,"(-1.975, -1.18]"
0.6736249124191546,1.104830734559365,"(-0.388, 0.403]"
-1.288593481670303,-1.5447931071560326,"(-0.388, 0.403]"
0.5955833739733423,1.5790897202413576,"(-1.975, -1.18]"
0.9980912385072508,1.417912584999133,"(0.403, 1.194]"
0.5997002310391618,0.1010206588450783,"(-1.18, -0.388]"
0.2459221007918268,-0.4925719173036763,"(-1.18, -0.388]"
-0.4595724620975476,1.0882180243096458,"(-1.975, -1.18]"
-0.1829599505874286,-1.6799371738481923,"(-0.388, 0.403]"
-0.5022127432825051,-1.7225394440103114,"(-0.388, 0.403]"
0.804783423238898,-0.2515377578830712,"(-1.975, -1.18]"
-2.081359827691495,1.0976621179061337,"(-1.18, -0.388]"
0.2691759817945165,-0.3726889261472156,"(1.194, 1.986]"
1.6552562686765575,-0.8465033616574015,"(-1.18, -0.388]"
0.0508663422582589,0.437342498271433,"(0.403, 1.194]"
-0.4352527875511347,-1.6972679822373573,"(1.194, 1.986]"
0.6911116946414749,0.5827636193972108,"(-1.18, -0.388]"
0.4817189667101261,-1.5913534871680697,"(1.194, 1.986]"
-0.5746439275957778,0.1502897216269844,"(0.403, 1.194]"
-0.3479230050637634,0.7184440271403925,"(0.403, 1.194]"
0.4598873673401127,-1.376050992731421,"(-1.18, -0.388]"
-0.5772318072844898,0.6223651292851777,"(-1.18, -0.388]"
-0.1986889800984732,-0.4335048037961795,"(-1.975, -1.18]"
0.9969763749497156,-0.1954604095600711,"(-0.388, 0.403]"
-0.8217291834517171,0.3426127868928241,"(-1.18, -0.388]"
-1.3428610693629537,-0.2726306917582348,"(-1.18, -0.388]"
-0.0119713509006552,-0.8927675156659292,"(-1.975, -1.18]"
-0.0216095550115494,0.8451200442061308,"(-0.388, 0.403]"
1.343069395048978,0.633874246518826,"(-1.975, -1.18]"
0.3844162390861409,0.805468097756794,"(-0.388, 0.403]"
0.0676509536711357,0.9444317118357096,"(0.403, 1.194]"
1.5290595610376885,0.5321372877884228,"(-1.18, -0.388]"
1.3684577497735215,0.0615480671408743,"(-0.388, 0.403]"
0.9029429021356996,-0.7248050536361901,"(-1.975, -1.18]"
0.200134736075936,1.110400853603881,"(-1.975, -1.18]"
0.7468488108305041,0.5116768904221224,"(-0.388, 0.403]"
