V2,V1,V3,T
-1.6778432038796094,-0.0891736393528843,'L2',M11
2.2249276953429997,1.375739208516912,'L1',M10
2.0261468761122403,0.4137123695400541,'L2',M11
-5.573508114680779,-2.3178056333498507,'L3',M7
-0.1327526667949474,1.7376959865929662,'L1',M3
0.2571555009376927,3.1525012593961588,'L1',M2
-1.9277798409180649,-0.1313717057453336,'L2',M3
-3.259239481522582,-1.6338380466843068,'L3',M5
1.6967482326542105,-0.3767229803870715,'L2',M6
-2.233685256108319,1.558002046011847,'L1',M1
0.622642559825485,1.9380911761408253,'L1',M2
3.0790396377674867,3.635788734569605,'L1',M10
2.4256506547257555,1.7729231964819323,'L1',M11
4.810112671865916,2.4165061065371045,'L1',M10
-1.4077679036088575,2.1338885716367977,'L1',M11
-1.5505737202866945,0.0249610020378145,'L2',M12
3.101943282516916,-0.2628537422004442,'L2',M3
0.594229865258816,2.8601497395659408,'L1',M12
1.2117800082732642,-2.905842394711443,'L3',M8
0.3277650297775284,-0.34434010866248,'L2',M4
-1.7768060222094793,0.8498595395133979,'L2',M12
-1.895232354187515,-0.1090632154834278,'L2',M4
2.3145763294700323,-0.3312746510544986,'L2',M8
6.889211949329837,2.554260032578665,'L1',M2
6.731844958717648,3.586489938037186,'L1',M2
-1.005413894423179,-3.290690638170753,'L3',M7
1.8013102263936551,-2.1765521339208496,'L3',M6
-4.327398444744164,-0.9119922203074864,'L2',M4
-7.338199030059105,-1.2491540263728145,'L3',M6
0.4369380806714238,2.479649434385725,'L1',M12
-1.350574570069349,0.9493446664724122,'L2',M5
3.2754296597449843,1.2722332402394936,'L1',M2
-0.3191334721039265,1.2177855471567154,'L1',M5
-1.0034210818387814,-0.7969403530981243,'L2',M7
-4.697814761584129,1.9531842154061432,'L1',M4
2.901459816993864,2.2872530171990766,'L1',M9
-4.249477486154103,0.4808927184655032,'L2',M5
1.08218015314552,1.2579395556820674,'L1',M2
-6.172884618380472,-2.685518381065224,'L3',M8
0.769798663550683,0.4777545013627295,'L2',M2
-4.067670557360693,-3.378882392047758,'L3',M8
-0.0650079765567386,-0.6349894160928995,'L2',M6
-2.629698770907069,-0.1263327380533392,'L2',M9
2.133689350458328,-0.5174864956501058,'L2',M4
-0.3367524186906248,0.7734211887398837,'L2',M3
1.4123177774062017,-1.761741886056964,'L3',M8
3.628509606369208,2.1065437912827223,'L1',M12
1.2700845608103055,2.2593333408160685,'L1',M12
1.67975776302847,-0.6740710435270315,'L2',M4
4.59416952051168,2.102241642302604,'L1',M11
-3.636769040773452,1.4948024345287385,'L1',M5
-6.187195422136048,-2.636449517096788,'L3',M6
7.194173856725755,1.5757274671252577,'L1',M11
4.297084081845993,2.4632271319871912,'L1',M1
1.9464745294644088,-2.240315053177892,'L3',M8
0.2417668851604497,-0.4375539536831464,'L2',M3
-0.0589501922048487,-0.8220167301712189,'L2',M11
-4.367778289305718,-0.7564525393291692,'L2',M6
-3.4057580774751384,-3.4696107120017423,'L3',M6
-4.08234628226916,1.1142918348925717,'L1',M9
-2.484992023658649,-0.1452966961072734,'L2',M4
4.568183590601896,2.537691296859274,'L1',M1
-2.2394574287231226,1.028669416608658,'L1',M1
1.146987471669512,-1.4050430179469096,'L3',M6
-0.3024383261070813,-1.6745234724048512,'L3',M7
2.568575654256769,2.82604824084158,'L1',M1
2.4636389846759554,2.442986317961792,'L1',M1
6.440343940125556,1.4189316352341,'L1',M2
0.2980262563666898,-1.9805599831514669,'L3',M7
-3.6056820370687497,-0.7477399820778399,'L2',M4
-4.134147188599986,1.126104892949126,'L1',M3
0.3982688309922977,-0.3103589127063126,'L2',M3
6.613999690773198,2.719153391272025,'L1',M10
4.957611820319255,0.0208188897951724,'L2',M9
-3.707856736902074,1.2443228998075484,'L1',M1
4.5877260942057685,-1.1550972610603378,'L3',M3
-0.3103630647258777,1.660950595900957,'L1',M10
-0.695359072945563,-1.876302728902386,'L3',M8
3.2756989203333724,2.258825086503135,'L1',M12
0.922598080422178,-0.1665986139624733,'L2',M5
-2.0239622501926267,-0.3316747896016335,'L2',M5
0.8563788197471216,-2.4284369359152267,'L3',M6
4.994011565004122,2.346430964239797,'L1',M2
-0.2269185608949824,-1.759901035176148,'L3',M7
6.082173274932654,2.614453709372329,'L1',M10
-7.697645907127743,-0.6879528003528541,'L2',M6
1.4835557304673763,-1.866832067367545,'L3',M7
-2.240779753902709,0.2146236032146671,'L2',M1
-7.68235608142624,-0.0063410481804446,'L2',M6
2.397108545978083,4.110469970581635,'L1',M2
-2.324597522692084,0.7924632917151111,'L2',M9
-1.08350249784778,-2.8338076357361786,'L3',M8
-3.2584450129376585,-1.2996769360250775,'L3',M6
1.4474089192437578,-0.7393894203848675,'L2',M5
2.333013458652591,-1.90151513800912,'L3',M5
2.0215814240071497,-0.3875876376938884,'L2',M4
-3.912665462612748,2.849986397593254,'L1',M1
-5.450899842028082,-2.202493789592405,'L3',M8
