Z,X,Y
0.8372014181062304,0.5574940665113126,"(-2.047, -0.774]"
-0.7182098368564208,0.3827283052906827,"(-0.774, 0.499]"
2.404716805617465,-0.6696304032054532,"(1.772, 3.045]"
-0.8309713024657553,0.3810352512874084,"(-0.774, 0.499]"
0.259344903627977,-1.7975596100845197,"(0.499, 1.772]"
0.670070089444504,0.4758144434944968,"(0.499, 1.772]"
0.201260102807413,1.1292591056041008,"(-0.774, 0.499]"
3.383982052708987,-0.6443944751671049,"(0.499, 1.772]"
0.0096121327014437,-0.8710367920939959,"(-0.774, 0.499]"
2.258178303945402,0.563645135338477,"(1.772, 3.045]"
3.0395242756421643,0.2301035163207463,"(0.499, 1.772]"
-1.142709449416575,1.978940520436117,"(-0.774, 0.499]"
-0.3780993555163041,-0.6417005384623917,"(-2.047, -0.774]"
0.2177578060813429,-0.0113986794541189,"(-0.774, 0.499]"
1.371051176865862,-0.9767127889997198,"(-2.047, -0.774]"
2.580707015214867,0.290283307669783,"(0.499, 1.772]"
1.6310743452574226,0.6525149147718428,"(-0.774, 0.499]"
-1.0876084408854017,-0.2866826905818236,"(0.499, 1.772]"
1.2309714109773668,-1.9709020850810428,"(-0.774, 0.499]"
-0.3215788714260105,0.7667597601669693,"(0.499, 1.772]"
0.6498901202597138,-1.7650153622948372,"(-2.047, -0.774]"
0.129518820029387,-0.4601560202180028,"(-0.774, 0.499]"
0.994623436579574,1.0868848339728192,"(-0.774, 0.499]"
-0.5573799814206603,-1.1817940981115131,"(-0.774, 0.499]"
14.999543743100404,0.1851643325349092,"(-3.326, -2.047]"
3.267969933481945,0.4025995520802463,"(1.772, 3.045]"
1.848850888819001,0.1070767064742734,"(0.499, 1.772]"
0.2406578321051296,-1.7202793555248048,"(0.499, 1.772]"
0.5028263588555547,-1.3812618490840405,"(-0.774, 0.499]"
0.3746724273958314,-0.3667575791069719,"(0.499, 1.772]"
0.958127532661751,-0.3794087653611733,"(-2.047, -0.774]"
1.4600928258246892,-1.1965849924579812,"(0.499, 1.772]"
1.3733391897996226,0.8431620826849051,"(0.499, 1.772]"
0.5827965728291519,-0.6499007422997227,"(0.499, 1.772]"
1.396270014952362,-0.4497623643166046,"(-0.774, 0.499]"
0.899223076763223,-1.5545461667045042,"(-0.774, 0.499]"
-0.0912144935641713,-0.1882020977876624,"(-0.774, 0.499]"
-1.3555219025141323,0.2834470038219425,"(-0.774, 0.499]"
-0.0654308817569413,-1.8312456269230744,"(0.499, 1.772]"
5.484579571837975,-0.7284038544034148,"(-3.326, -2.047]"
1.902749130210941,1.9855141036238284,"(-0.774, 0.499]"
2.7187278753913366,-0.5496732758217129,"(0.499, 1.772]"
-0.5989643878864579,0.8936580294061862,"(-0.774, 0.499]"
0.3546305650249354,1.2329311936466127,"(-0.774, 0.499]"
1.0360000180294349,-0.9289979998246544,"(0.499, 1.772]"
0.8198426448751208,1.228752561890917,"(-0.774, 0.499]"
1.2790950292954375,0.7670108625750296,"(-0.774, 0.499]"
0.2991145399540669,0.9527246556792242,"(-0.774, 0.499]"
0.0699221834381069,-0.772799996236663,"(-0.774, 0.499]"
1.0414183862126407,-0.9249578098010612,"(-0.774, 0.499]"
-1.272699250454978,-1.759377559804057,"(-0.774, 0.499]"
1.2685927226080789,-0.3203058525956819,"(0.499, 1.772]"
0.4914383178337123,-0.8067876570110144,"(-2.047, -0.774]"
0.2562383081731196,-0.4927692452624788,"(-2.047, -0.774]"
0.8742612219266943,-1.7167304560209231,"(-0.774, 0.499]"
1.2830144883767354,0.2402926301045664,"(-0.774, 0.499]"
-0.4139155570278758,-1.647283906936618,"(0.499, 1.772]"
0.5490174674444281,-0.1660052207942453,"(-0.774, 0.499]"
0.3152455012330396,0.6727453284172915,"(-0.774, 0.499]"
0.3205722868226726,-0.736478776782227,"(0.499, 1.772]"
2.090773720114526,0.1531901712365453,"(0.499, 1.772]"
2.5335884043544663,-1.8148421269855053,"(0.499, 1.772]"
-0.2645360286128899,-1.336937698462847,"(-0.774, 0.499]"
0.5408525557761032,-0.1857750753822289,"(0.499, 1.772]"
