Z,Y,Category
1.2309714109773668,-0.707042007999476,High
-0.3215788714260105,0.5625537139115387,High
0.6498901202597138,-1.533662407941809,Low
0.129518820029387,-0.260379307432971,Mid
0.994623436579574,-0.5472812273981215,High
-0.5573799814206603,-0.2558753564923378,Low
14.999543743100404,-3.319928283786252,Low
3.267969933481945,2.07318980222208,Mid
1.848850888819001,1.761303717733925,Low
0.2406578321051296,0.584957666721191,Low
0.5028263588555547,-0.2892573717686635,Low
0.3746724273958314,0.6736249124191546,Low
0.958127532661751,-1.288593481670303,Mid
1.4600928258246892,0.5955833739733423,Mid
1.3733391897996226,0.9980912385072508,Low
0.5827965728291519,0.5997002310391618,High
1.396270014952362,0.2459221007918268,Low
0.899223076763223,-0.4595724620975476,Low
-0.0912144935641713,-0.1829599505874286,Low
-1.3555219025141323,-0.5022127432825051,Low
-0.0654308817569413,0.804783423238898,Mid
5.484579571837975,-2.081359827691495,Low
1.902749130210941,0.2691759817945165,High
2.7187278753913366,1.6552562686765575,Low
-0.5989643878864579,0.0508663422582589,Mid
0.3546305650249354,-0.4352527875511347,High
1.0360000180294349,0.6911116946414749,High
0.8198426448751208,0.4817189667101261,Mid
1.2790950292954375,-0.5746439275957778,Low
0.2991145399540669,-0.3479230050637634,High
0.0699221834381069,0.4598873673401127,High
1.0414183862126407,-0.5772318072844898,Low
-1.272699250454978,-0.1986889800984732,High
1.2685927226080789,0.9969763749497156,Low
0.4914383178337123,-0.8217291834517171,Low
0.2562383081731196,-1.3428610693629537,Mid
0.8742612219266943,-0.0119713509006552,Mid
1.2830144883767354,-0.0216095550115494,Mid
-0.4139155570278758,1.343069395048978,High
0.5490174674444281,0.3844162390861409,High
0.3152455012330396,0.0676509536711357,Low
0.3205722868226726,1.5290595610376885,High
2.090773720114526,1.3684577497735215,Low
2.5335884043544663,0.9029429021356996,Mid
-0.2645360286128899,0.200134736075936,Mid
0.5408525557761032,0.7468488108305041,High
