W,Z,Category
-0.1954604095600711,1.2685927226080789,Low
0.3426127868928241,0.4914383178337123,Low
-0.2726306917582348,0.2562383081731196,Mid
-0.8927675156659292,0.8742612219266943,Mid
0.8451200442061308,1.2830144883767354,Mid
0.633874246518826,-0.4139155570278758,High
0.805468097756794,0.5490174674444281,High
0.9444317118357096,0.3152455012330396,Low
0.5321372877884228,0.3205722868226726,High
0.0615480671408743,2.090773720114526,Low
-0.7248050536361901,2.5335884043544663,Mid
1.110400853603881,-0.2645360286128899,Mid
0.5116768904221224,0.5408525557761032,High
