Y,B,A,C
3.70193346273627,0.2367934050608338,-4.468698772984939,'L1'
13.506644714421729,0.0701618595009655,1.904584593771264,'L3'
11.65926418377076,0.2307679158386729,0.5354577908169065,'L2'
9.215896340653794,0.0520364955713687,-0.7325262963897803,'L1'
4.750276955095149,0.089488719995007,-2.197410456894729,'L1'
7.961269414428865,0.0227421499563162,-1.9706337839266364,'L1'
8.553187014079601,0.1584935407896163,-0.9373256897584112,'L1'
15.0406691299871,0.1523836801541435,2.0724600583248787,'L3'
12.645459982526448,0.0373467767599696,1.7652543396698976,'L3'
7.2271515074674255,0.1877909740608679,-1.665247233309394,'L2'
10.365631404907344,0.0378087866160317,1.093701357985378,'L3'
13.107505315259882,0.1804587156976484,0.9732697386592526,'L2'
12.83379502274532,0.2423939340670747,0.3901320755241479,'L2'
14.159146327591904,0.1578001641712929,2.777870485521014,'L2'
8.109445629197934,0.149508317780187,-0.7213899367954271,'L2'
14.406420318822564,0.237067046569279,3.0924195111713795,'L3'
7.379413127785583,0.1082007017526922,-2.189455445001116,'L1'
13.029844751274458,0.1108941012075956,2.3900194290514856,'L3'
9.362460561336428,0.2064931146912198,0.4670190929757639,'L3'
14.583585590458416,0.0514845835919434,2.652158944607793,'L1'
10.138989436568544,0.0519445496575427,0.7291757947008763,'L2'
8.421692806275098,0.0048688209643389,-1.1098842381355405,'L1'
11.11270265775482,0.247623730166222,-0.0585553727162346,'L2'
