V1,V2,T,V3
2.5100875381645755,6.079512549058648,M11,'L1'
-1.3894452367236103,-6.449619876619732,M6,'L3'
-0.8823021800484983,-6.611470589040144,M6,'L2'
0.0778911595497718,5.490535612692327,M10,'L2'
0.0154795513369895,-1.8349819109511671,M3,'L2'
-3.21178275060327,0.8279295894546714,M6,'L3'
0.1032111775714654,-5.145626910029743,M5,'L2'
-1.1139420031128373,0.4125654408834316,M3,'L3'
2.034766992513752,-2.851910662166137,M3,'L1'
1.0074437053883871,-1.3262595877042,M9,'L1'
1.1851007094252497,4.153517989207191,M4,'L1'
-0.0891736393528843,-1.6778432038796094,M11,'L2'
1.375739208516912,2.2249276953429997,M10,'L1'
0.4137123695400541,2.0261468761122403,M11,'L2'
-2.3178056333498507,-5.573508114680779,M7,'L3'
1.7376959865929662,-0.1327526667949474,M3,'L1'
3.1525012593961588,0.2571555009376927,M2,'L1'
-0.1313717057453336,-1.9277798409180649,M3,'L2'
-1.6338380466843068,-3.259239481522582,M5,'L3'
-0.3767229803870715,1.6967482326542105,M6,'L2'
1.558002046011847,-2.233685256108319,M1,'L1'
1.9380911761408253,0.622642559825485,M2,'L1'
3.635788734569605,3.0790396377674867,M10,'L1'
1.7729231964819323,2.4256506547257555,M11,'L1'
2.4165061065371045,4.810112671865916,M10,'L1'
2.1338885716367977,-1.4077679036088575,M11,'L1'
0.0249610020378145,-1.5505737202866945,M12,'L2'
-0.2628537422004442,3.101943282516916,M3,'L2'
2.8601497395659408,0.594229865258816,M12,'L1'
-2.905842394711443,1.2117800082732642,M8,'L3'
-0.34434010866248,0.3277650297775284,M4,'L2'
0.8498595395133979,-1.7768060222094793,M12,'L2'
-0.1090632154834278,-1.895232354187515,M4,'L2'
-0.3312746510544986,2.3145763294700323,M8,'L2'
2.554260032578665,6.889211949329837,M2,'L1'
3.586489938037186,6.731844958717648,M2,'L1'
-3.290690638170753,-1.005413894423179,M7,'L3'
-2.1765521339208496,1.8013102263936551,M6,'L3'
-0.9119922203074864,-4.327398444744164,M4,'L2'
-1.2491540263728145,-7.338199030059105,M6,'L3'
2.479649434385725,0.4369380806714238,M12,'L1'
0.9493446664724122,-1.350574570069349,M5,'L2'
1.2722332402394936,3.2754296597449843,M2,'L1'
1.2177855471567154,-0.3191334721039265,M5,'L1'
-0.7969403530981243,-1.0034210818387814,M7,'L2'
1.9531842154061432,-4.697814761584129,M4,'L1'
2.2872530171990766,2.901459816993864,M9,'L1'
0.4808927184655032,-4.249477486154103,M5,'L2'
1.2579395556820674,1.08218015314552,M2,'L1'
-2.685518381065224,-6.172884618380472,M8,'L3'
0.4777545013627295,0.769798663550683,M2,'L2'
-3.378882392047758,-4.067670557360693,M8,'L3'
-0.6349894160928995,-0.0650079765567386,M6,'L2'
-0.1263327380533392,-2.629698770907069,M9,'L2'
-0.5174864956501058,2.133689350458328,M4,'L2'
0.7734211887398837,-0.3367524186906248,M3,'L2'
-1.761741886056964,1.4123177774062017,M8,'L3'
2.1065437912827223,3.628509606369208,M12,'L1'
2.2593333408160685,1.2700845608103055,M12,'L1'
-0.6740710435270315,1.67975776302847,M4,'L2'
2.102241642302604,4.59416952051168,M11,'L1'
1.4948024345287385,-3.636769040773452,M5,'L1'
-2.636449517096788,-6.187195422136048,M6,'L3'
1.5757274671252577,7.194173856725755,M11,'L1'
2.4632271319871912,4.297084081845993,M1,'L1'
-2.240315053177892,1.9464745294644088,M8,'L3'
-0.4375539536831464,0.2417668851604497,M3,'L2'
-0.8220167301712189,-0.0589501922048487,M11,'L2'
-0.7564525393291692,-4.367778289305718,M6,'L2'
-3.4696107120017423,-3.4057580774751384,M6,'L3'
1.1142918348925717,-4.08234628226916,M9,'L1'
-0.1452966961072734,-2.484992023658649,M4,'L2'
2.537691296859274,4.568183590601896,M1,'L1'
1.028669416608658,-2.2394574287231226,M1,'L1'
-1.4050430179469096,1.146987471669512,M6,'L3'
-1.6745234724048512,-0.3024383261070813,M7,'L3'
2.82604824084158,2.568575654256769,M1,'L1'
2.442986317961792,2.4636389846759554,M1,'L1'
1.4189316352341,6.440343940125556,M2,'L1'
-1.9805599831514669,0.2980262563666898,M7,'L3'
-0.7477399820778399,-3.6056820370687497,M4,'L2'
1.126104892949126,-4.134147188599986,M3,'L1'
-0.3103589127063126,0.3982688309922977,M3,'L2'
2.719153391272025,6.613999690773198,M10,'L1'
0.0208188897951724,4.957611820319255,M9,'L2'
1.2443228998075484,-3.707856736902074,M1,'L1'
-1.1550972610603378,4.5877260942057685,M3,'L3'
1.660950595900957,-0.3103630647258777,M10,'L1'
-1.876302728902386,-0.695359072945563,M8,'L3'
2.258825086503135,3.2756989203333724,M12,'L1'
-0.1665986139624733,0.922598080422178,M5,'L2'
-0.3316747896016335,-2.0239622501926267,M5,'L2'
-2.4284369359152267,0.8563788197471216,M6,'L3'
2.346430964239797,4.994011565004122,M2,'L1'
-1.759901035176148,-0.2269185608949824,M7,'L3'
2.614453709372329,6.082173274932654,M10,'L1'
-0.6879528003528541,-7.697645907127743,M6,'L2'
-1.866832067367545,1.4835557304673763,M7,'L3'
0.2146236032146671,-2.240779753902709,M1,'L2'
-0.0063410481804446,-7.68235608142624,M6,'L2'
4.110469970581635,2.397108545978083,M2,'L1'
0.7924632917151111,-2.324597522692084,M9,'L2'
-2.8338076357361786,-1.08350249784778,M8,'L3'
-1.2996769360250775,-3.2584450129376585,M6,'L3'
-0.7393894203848675,1.4474089192437578,M5,'L2'
-1.90151513800912,2.333013458652591,M5,'L3'
-0.3875876376938884,2.0215814240071497,M4,'L2'
2.849986397593254,-3.912665462612748,M1,'L1'
-2.202493789592405,-5.450899842028082,M8,'L3'
